stand,quad,tree_tag,species_code,tree_code_1983,DBH_1983_cm,stem_height_1983_m,age_1983
OI,8A,2701,PIBA,L,7.1,NA,NA
OI,8A,2703,PIBA,D,10.9,NA,NA
OI,8A,2704,PIBA,D,9.9,NA,NA
OI,8B,2705,PIBA,D,3,NA,NA
OI,8C,2706,PIBA,D,11.9,NA,NA
OI,8C,2708,PIBA,D,10.4,8.1,32
OI,8C,2707,PIBA,L,6.6,NA,NA
OI,8C,2709,PIBA,L,7.9,NA,NA
OI,8D,2710,PIBA,L,8.6,NA,NA
OI,8D,2711,PIBA,L,13.2,NA,NA
OI,8D,2712,PIBA,L,9.7,NA,NA
OI,8D,2713,PIBA,L,10.4,NA,NA
OI,8D,2716,PIBA,L,3.3,NA,NA
OI,8D,2715,PIBA,L,3.8,NA,NA
OI,8D,2714,PIBA,L,6.1,NA,NA
OI,8D,2717,PIBA,L,5.3,NA,NA
OI,8E,2718,PIBA,L,10.7,NA,NA
OI,8E,2719,PIBA,L,9.9,NA,NA
OI,8E,2720,PIBA,D,5.1,NA,NA
OI,8F,2726,PIBA,L,10.9,NA,NA
OI,8F,2725,PIBA,L,9.9,NA,NA
OI,8F,2724,PIBA,L,8.1,NA,NA
OI,8F,2723,PIBA,L,12.2,NA,NA
OI,8F,2721,PIBA,L,11.9,NA,NA
OI,8F,2722,PIBA,L,10.2,NA,NA
OI,8F,2727,PIBA,D,10.9,10.2,32
OI,8G,2729,PIBA,L,9.9,NA,NA
OI,8G,2728,PIBA,D,15.2,NA,NA
OI,8G,2864,PIBA,L,16,NA,NA
OI,8G,2863,PIBA,L,6.9,NA,NA
OI,8G,2862,PIBA,L,12.2,NA,NA
OI,8H,2861,PIBA,L,11.2,NA,NA
OI,8H,2860,PIBA,L,16.8,10.8,31
OI,8H,2859,PIBA,L,10.4,NA,NA
OI,8I,2858,PIBA,L,16,NA,NA
OI,8I,2857,PIBA,L,15.5,10.7,33
OI,8I,2855,PIBA,L,12.4,NA,NA
OI,8I,2856,PIBA,L,9.4,NA,NA
OI,8J,2854,PIBA,L,13.7,NA,NA
OI,8J,2853,PIBA,L,11.2,NA,NA
OI,8J,2852,PIBA,L,9.4,NA,NA
OI,8J,2851,PIBA,L,8.1,NA,NA
OI,8J,2850,PIBA,D,15.5,NA,NA
OI,9J,2730,PIBA,L,11.4,NA,NA
OI,9J,2731,PIBA,L,12.4,NA,NA
OI,9J,2732,PIBA,L,8.6,NA,NA
OI,9J,2733,PIBA,L,8.6,NA,NA
OI,9J,2734,PIBA,L,13.2,NA,NA
OI,9J,2735,PIBA,L,16.5,NA,NA
OI,9I,2736,PIBA,L,11.2,NA,NA
OI,9I,2737,PIBA,L,7.6,NA,NA
OI,9H,2738,PIBA,L,14.7,NA,NA
OI,9H,2739,PIBA,L,14.7,NA,NA
OI,9G,2740,PIBA,L,11.9,NA,NA
OI,9G,2741,PIBA,D,5.1,NA,NA
OI,9G,2744,PIBA,L,12.2,NA,NA
OI,9G,2742,PIBA,L,11.4,NA,NA
OI,9G,2743,PIBA,L,7.9,NA,NA
OI,9G,2745,PIBA,L,9.4,10.2,32
OI,9G,2747,PIBA,L,5.6,NA,NA
OI,9G,2746,PIBA,L,7.1,NA,NA
OI,9G,2748,PIBA,L,13.7,NA,NA
OI,9F,2749,PIBA,L,14,NA,NA
OI,9F,2750,PIBA,L,4.6,NA,NA
OI,9F,2751,PIBA,L,9.4,11.5,33
OI,9F,2752,PIBA,L,14.2,NA,NA
OI,9E,2755,PIBA,L,6.3,NA,NA
OI,9E,2756,PIBA,L,5.8,NA,NA
OI,9E,2757,PIBA,L,10.2,NA,NA
OI,9E,2753,PIBA,L,10.4,NA,NA
OI,9E,2754,PIBA,L,9.7,NA,NA
OI,9E,2758,PIBA,L,8.1,NA,NA
OI,9D,2759,PIBA,L,13.7,NA,NA
OI,9D,2760,PIBA,L,8.4,NA,NA
OI,9D,2761,PIBA,L,8.4,NA,NA
OI,9D,2763,PIBA,L,8.1,NA,NA
OI,9D,2762,PIBA,L,5.1,NA,NA
OI,9D,2765,PIBA,L,5.6,NA,NA
OI,9D,2766,PIBA,D,8.9,NA,NA
OI,9C,2767,PIBA,D,8.4,NA,NA
OI,9C,2768,PIBA,L,9.4,NA,NA
OI,9C,2769,PIBA,D,14.2,NA,NA
OI,9C,2770,PIBA,D,10.2,NA,NA
OI,9C,2771,PIBA,L,7.6,NA,NA
OI,9B,2772,PIBA,D,9.9,NA,NA
OI,9B,2773,PIBA,L,9.7,NA,NA
OI,9B,2774,PIBA,L,5.3,NA,NA
OI,9B,2775,PIBA,L,6.6,NA,NA
OI,9A,2781,PIBA,L,6.1,NA,NA
OI,9A,2780,PIBA,L,6.3,NA,NA
OI,9A,2776,PIBA,L,9.4,9.6,32
OI,9A,2777,PIBA,L,8.4,NA,NA
OI,9A,2779,PIBA,L,12.2,NA,NA
OI,9A,2778,PIBA,L,7.6,NA,NA
SJ,0A,600,PIBA,D,20.1,NA,NA
SJ,0A,601,PIBA,L,17.3,NA,NA
SJ,0B,602,PIBA,L,19.6,NA,NA
SJ,0B,605,PIBA,L,18.8,NA,NA
SJ,0B,604,PIBA,D,10.4,NA,NA
SJ,0B,603,PIBA,L,18.5,NA,NA
SJ,0C,606,PIBA,L,15.2,NA,NA
SJ,0C,607,PIBA,L,22.4,NA,NA
SJ,0C,609,PIMA,L,2.8,NA,NA
SJ,0C,608,PIMA,L,5.8,NA,NA
SJ,0D,613,PIBA,D,12.7,NA,NA
SJ,0D,614,PIBA,L,23.6,NA,NA
SJ,0D,612,PIBA,L,17.8,NA,NA
SJ,0D,611,PIMA,L,3.8,NA,NA
SJ,0D,610,PIMA,L,3.8,NA,NA
SJ,0D,615,PIMA,L,3.8,4.8,30
SJ,0E,616,PIBA,L,21.3,NA,NA
SJ,0E,NA,NA,D,20.1,NA,NA
SJ,0F,619,PIBA,L,23.9,NA,NA
SJ,0F,618,PIBA,L,22.1,NA,NA
SJ,0G,621,PIBA,L,11.9,NA,NA
SJ,0G,622,PIBA,D,17.8,NA,NA
SJ,0G,623,PIBA,L,15,NA,NA
SJ,0G,620,PIBA,D,12.7,NA,NA
SJ,0G,625,PIBA,L,20.3,NA,NA
SJ,0G,624,PIMA,L,3.8,NA,NA
SJ,0H,630,PIBA,L,22.4,NA,NA
SJ,0H,629,PIBA,L,24.6,NA,NA
SJ,0H,627,PIBA,L,19,NA,NA
SJ,0H,626,PIMA,L,3.8,NA,NA
SJ,0H,628,PIBA,L,19.6,NA,NA
SJ,0I,631,PIBA,L,19.3,NA,NA
SJ,0J,633,PIMA,L,5.1,NA,NA
SJ,0J,623,PIMA,L,10.9,NA,NA
SJ,0J,634,PIMA,L,12.7,NA,NA
SJ,0J,635,PIMA,L,6.6,NA,NA
SJ,0J,636,PIMA,L,9.9,13.5,43
SJ,0J,637,PIMA,D,7.1,NA,NA
SJ,0J,638,PIBA,L,16.5,NA,NA
SJ,0J,639,PIBA,D,5.3,NA,NA
SJ,0J,640,PIMA,L,5.8,NA,NA
SJ,1J,641,PIMA,L,23.9,17.7,11
SJ,1J,642,PIMA,L,12.2,NA,NA
SJ,1J,645,PIMA,L,5.1,NA,NA
SJ,1J,643,PIMA,L,10.2,NA,NA
SJ,1J,641,PIMA,L,4.6,NA,NA
SJ,1J,646,PIBA,L,13.5,15.7,20
SJ,1J,647,PIBA,L,18.8,NA,NA
SJ,1I,650,PIBA,L,19.3,NA,NA
SJ,1I,651,PIBA,L,18.3,NA,NA
SJ,1I,648,PIBA,D,10.9,NA,NA
SJ,1I,649,PIBA,D,9.7,NA,NA
SJ,1H,652,PIBA,L,20.8,17.7,26
SJ,1H,653,PIBA,L,14.5,16.7,31
SJ,1H,654,PIBA,D,15.2,NA,NA
SJ,1H,655,PIBA,D,13.5,NA,NA
SJ,1H,693,PIBA,L,21.1,NA,NA
SJ,1G,656,PIBA,L,24.9,NA,NA
SJ,1G,657,PIBA,L,11.7,NA,NA
SJ,1G,658,PIBA,L,14.7,NA,NA
SJ,1G,661,PIBA,L,11.7,NA,NA
SJ,1G,659,PIBA,L,22.9,NA,NA
SJ,1G,660,PIBA,L,24.9,NA,NA
SJ,1F,662,PIBA,L,14.2,NA,NA
SJ,1E,665,PIBA,L,21.3,NA,NA
SJ,1E,666,PIBA,D,21.3,NA,NA
SJ,1E,667,PIBA,D,22.6,NA,NA
SJ,1E,669,PIMA,L,5.8,NA,NA
SJ,1E,668,PIMA,L,3,NA,NA
SJ,1E,663,PIBA,L,23.4,NA,NA
SJ,1E,664,PIMA,L,4.8,NA,NA
SJ,1D,674,PIMA,L,3.8,NA,NA
SJ,1D,673,PIMA,L,5.3,NA,NA
SJ,1D,671,PIBA,L,18.5,NA,NA
SJ,1D,670,PIBA,L,22.6,NA,NA
SJ,1D,672,PIMA,L,5.3,NA,NA
SJ,1D,675,PIMA,L,3,NA,NA
SJ,1C,676,PIBA,L,18.3,NA,NA
SJ,1C,677,PIMA,L,3.6,NA,NA
SJ,1C,678,PIBA,L,18.8,NA,NA
SJ,1B,680,PIMA,L,6.1,NA,NA
SJ,1B,681,PIBA,L,23.1,NA,NA
SJ,1B,682,PIBA,L,22.9,NA,NA
SJ,1B,683,PIBA,L,14.7,NA,NA
SJ,1A,684,PIMA,L,4.8,NA,NA
SJ,1A,685,PIMA,L,3,NA,NA
SJ,2A,686,PIBA,D,16.5,NA,NA
SJ,2A,687,PIBA,L,2.5,25.4,33
SJ,2A,688,PIBA,L,22.9,NA,NA
SJ,2A,689,PIBA,L,15,NA,NA
SJ,2A,690,PIBA,L,21.1,NA,NA
SJ,2I,716,PIMA,L,4.6,NA,NA
SJ,2I,719,PIBA,L,16.8,NA,NA
SJ,2I,717,PIBA,L,17.3,21.4,21
SJ,2J,721,PIBA,D,10.2,NA,NA
SJ,2J,722,PIBA,D,7.1,NA,NA
SJ,2J,723,PIMA,D,5.1,NA,NA
SJ,2J,724,PIMA,L,6.6,NA,NA
SJ,2J,725,PIBA,L,23.6,NA,NA
SJ,2J,726,PIBA,D,18.5,NA,NA
SJ,2J,727,PIBA,L,19.8,NA,NA
SJ,3J,728,PIBA,L,20.8,NA,NA
SJ,3J,738,PIMA,D,8.1,NA,NA
SJ,3J,729,PIBA,D,16.5,NA,NA
SJ,3I,731,PIMA,L,13.7,NA,NA
SJ,3I,732,PIBA,D,21.8,NA,NA
SJ,3I,733,PIBA,D,18.5,NA,NA
SJ,3I,734,PIBA,L,20.1,19.6,14
SJ,3H,736,PIBA,D,12.7,NA,NA
SJ,3H,737,PIBA,D,14,NA,NA
SJ,3H,739,PIMA,L,9.9,NA,NA
SJ,3H,740,PIMA,L,5.3,NA,NA
SJ,3H,741,PIMA,L,9.7,NA,NA
SJ,3H,742,PIMA,L,5.1,3.7,49
SJ,3H,743,PIMA,L,3.3,NA,NA
SJ,3H,745,PIMA,L,4.6,NA,NA
SJ,3H,744,PIMA,L,12.7,NA,NA
SJ,3H,746,PIMA,L,3.8,NA,NA
SJ,3H,747,PIMA,L,10.4,NA,NA
SJ,2B,691,PIBA,L,20.1,NA,NA
SJ,2B,692,PIBA,L,23.6,NA,NA
SJ,2C,694,PIMA,L,13.5,NA,NA
SJ,2C,695,PIMA,L,6.6,NA,NA
SJ,2C,697,PIMA,L,2.3,NA,NA
SJ,2C,696,PIBA,L,16.8,NA,NA
SJ,2D,698,PIBA,L,21.1,NA,NA
SJ,2D,701,PIMA,L,2.5,NA,NA
SJ,2D,702,PIBA,D,12.7,NA,NA
SJ,2D,703,PIBA,D,15.7,NA,NA
SJ,2D,699,PIBA,L,2.5,NA,6
SJ,2D,700,PIMA,L,6.1,NA,NA
SJ,2D,704,PIBA,L,20.1,NA,NA
SJ,2D,705,PIMA,L,3.6,NA,NA
SJ,2E,706,PIBA,D,18,NA,NA
SJ,2E,707,PIMA,L,3,NA,NA
SJ,2E,708,PIBA,D,13,NA,NA
SJ,2F,709,PIBA,L,21.3,NA,NA
SJ,2F,710,PIBA,L,15,NA,NA
SJ,2G,711,PIMA,L,9.9,NA,NA
SJ,2G,712,PIMA,L,6.1,NA,NA
SJ,2H,713,PIBA,L,2.5,NA,2
SJ,2H,714,PIMA,L,8.9,NA,NA
SJ,2I,715,PIBA,L,17.8,NA,NA
SJ,2I,730,PIBA,L,16.3,NA,NA
SJ,3G,748,PIBA,L,2.8,NA,0
SJ,3G,749,PIBA,L,2.5,NA,8
SJ,3F,750,PIBA,L,17.8,NA,NA
SJ,3F,751,PIMA,D,7.6,NA,NA
SJ,3F,752,PIMA,L,8.1,NA,NA
SJ,3F,753,PIMA,L,8.9,NA,NA
SJ,3F,754,PIMA,L,5.8,NA,NA
SJ,3F,755,PIBA,D,15.2,NA,NA
SJ,3F,756,PIBA,L,19.6,NA,NA
SJ,3E,757,PIBA,D,16.3,NA,NA
SJ,3E,758,PIBA,L,24.6,NA,NA
SJ,3E,759,PIBA,L,21.6,NA,NA
SJ,3E,760,PIBA,L,14.5,NA,NA
SJ,3E,761,PIBA,L,19.3,NA,NA
SJ,3E,763,PIBA,D,11.7,NA,NA
SJ,3D,762,PIBA,L,23.1,NA,NA
SJ,3D,766,PIBA,L,20.8,NA,NA
SJ,3C,764,PIBA,L,18.8,18.2,27
SJ,3C,765,PIBA,L,24.4,NA,NA
SJ,3B,767,PIBA,D,11.9,NA,NA
SJ,3B,768,PIBA,L,14,NA,NA
SJ,3B,769,PIBA,L,23.1,NA,NA
SJ,3B,770,PIMA,L,5.3,NA,NA
SJ,3A,771,PIBA,D,17,NA,NA
SJ,3A,772,PIMA,L,4.6,NA,NA
SJ,4A,773,PIMA,L,2.8,NA,NA
SJ,4A,774,PIBA,L,23.6,NA,NA
SJ,4A,775,PIBA,L,19.3,NA,NA
SJ,4A,776,PIMA,L,5.3,NA,NA
SJ,4A,777,PIMA,L,8.9,NA,NA
SJ,4A,778,PIMA,L,2.5,NA,NA
SJ,4A,779,PIBA,L,23.6,NA,NA
SJ,4B,780,PIBA,L,21.6,NA,NA
SJ,4B,781,PIBA,L,16.5,NA,NA
SJ,4B,782,PIBA,L,20.1,17.8,26
SJ,4B,783,PIBA,D,8.9,NA,NA
SJ,4C,784,PIMA,L,6.6,NA,NA
SJ,4C,785,PIBA,D,11.4,NA,NA
SJ,4C,786,PIBA,D,21.6,NA,NA
SJ,4C,787,PIBA,L,22.6,NA,NA
SJ,4C,788,PIBA,D,18.8,NA,NA
SJ,4C,789,PIBA,L,17,NA,NA
SJ,4D,790,PIMA,L,3,NA,NA
SJ,4D,791,PIBA,L,16,NA,NA
SJ,4D,792,PIBA,L,23.9,NA,NA
SJ,4D,793,PIBA,L,18,NA,NA
SJ,4D,794,PIMA,L,12.2,NA,NA
SJ,4D,809,PIMA,L,10.7,NA,NA
SJ,4D,795,PIBA,L,2.8,NA,7
SJ,4D,796,PIMA,L,4.1,NA,NA
SJ,4F,797,PIMA,L,6.1,NA,NA
SJ,4F,798,PIMA,L,7.4,8.2,66
SJ,4F,799,PIMA,D,6.3,NA,NA
SJ,4F,800,PIMA,L,6.6,NA,NA
SJ,4F,801,PIBA,L,2.5,NA,6
SJ,4F,802,PIBA,L,18,NA,NA
SJ,8B,1942,PIMA,L,2.5,NA,NA
SJ,8C,1943,PIBA,L,2.5,NA,3
SJ,8C,1944,PIMA,L,3.6,4.9,24
SJ,8C,1945,PIMA,L,3.6,NA,NA
SJ,8C,1946,PIMA,L,4.8,NA,NA
SJ,8D,1947,PIMA,L,22.1,NA,NA
SJ,8E,1949,PIMA,L,3.3,NA,NA
SJ,8E,1948,PIMA,L,5.1,NA,NA
SJ,8E,1950,PIMA,L,4.8,NA,NA
SJ,8E,1951,PIBA,L,15.2,NA,NA
SJ,8E,1952,PIMA,L,16.3,NA,NA
SJ,8F,1954,PIMA,L,11.9,NA,NA
SJ,8F,1955,PIMA,L,14.5,NA,NA
SJ,8F,1957,PIBA,L,20.6,19.4,17
SJ,8F,1956,PIBA,L,16,NA,NA
SJ,8F,1953,PIBA,L,17.5,NA,NA
SJ,8G,1963,PIBA,L,18.8,15.2,38
SJ,8G,1959,PIMA,L,5.1,NA,NA
SJ,8G,1960,PIMA,L,4.8,5.8,62
SJ,8G,1961,PIMA,L,9.7,9.8,66
SJ,8G,1962,PIMA,L,6.1,NA,NA
SJ,8G,1958,PIBA,L,19,NA,NA
SJ,8H,1964,PIBA,L,2.5,NA,6
SJ,8H,1965,PIBA,L,2.8,NA,1
SJ,8I,1966,PIBA,L,17,NA,NA
SJ,8I,1967,PIBA,L,17.8,NA,NA
SJ,8I,1968,PIBA,L,2.5,NA,1
SJ,8I,1969,PIBA,D,7.6,NA,NA
SJ,8J,1971,PIBA,L,13.2,NA,NA
SJ,8J,1973,PIMA,L,3.8,NA,NA
SJ,8J,1972,PIMA,L,4.8,NA,NA
SJ,8J,1974,PIBA,L,21.1,NA,NA
SJ,9J,1975,PIBA,L,18.8,NA,NA
SJ,9J,1976,PIBA,L,14.5,NA,NA
SJ,9I,1977,PIBA,L,17.3,NA,NA
SJ,9I,1978,PIBA,L,24.6,NA,NA
SJ,9I,1979,PIBA,L,2.5,NA,4
SJ,9H,1980,PIBA,L,2.5,NA,1
SJ,9H,1981,PIMA,D,8.6,NA,NA
SJ,9H,1982,PIBA,L,20.1,NA,NA
SJ,9H,1983,PIMA,L,6.9,NA,NA
SJ,9H,1984,PIMA,L,3,NA,NA
SJ,9G,1985,PIBA,D,16.3,NA,NA
SJ,9G,1986,PIBA,L,18.8,NA,NA
SJ,9G,1987,PIMA,L,6.9,NA,NA
SJ,9G,1988,PIMA,L,4.3,NA,NA
SJ,9F,1989,PIBA,L,22.9,NA,NA
SJ,9F,1990,PIBA,L,14.7,NA,NA
SJ,9F,1991,PIBA,D,17,NA,NA
SJ,9F,1992,PIBA,L,19.6,NA,NA
SJ,9E,1994,PIBA,D,21.3,NA,NA
SJ,9E,1998,PIMA,L,6.6,NA,NA
SJ,9E,1999,PIMA,L,3.6,NA,NA
SJ,9E,1997,PIMA,L,9.7,NA,NA
SJ,9E,1996,PIMA,L,7.6,NA,NA
SJ,9E,1995,PIMA,L,5.1,NA,NA
SJ,9E,2000,PIBA,D,9.4,NA,NA
SJ,9D,2001,PIBA,L,13.7,NA,NA
SJ,9D,2003,PIBA,L,14.7,NA,NA
SJ,9D,2002,PIBA,D,8.6,NA,NA
SJ,9D,2006,PIBA,L,21.8,NA,NA
SJ,9D,2007,PIMA,L,5.1,NA,NA
SJ,9D,2005,PIBA,L,17.5,NA,NA
SJ,9D,2004,PIBA,L,18,NA,NA
SJ,9C,2008,PIBA,L,17.3,NA,NA
SJ,9C,2009,PIBA,L,20.1,NA,NA
SJ,9C,2010,PIBA,L,19.8,NA,NA
SJ,9B,2011,PIBA,L,2.5,NA,5
SJ,9B,2012,PIBA,L,3,NA,0
SJ,9B,2013,PIMA,L,3.8,NA,NA
SJ,9B,2014,PIMA,L,3.8,NA,NA
SJ,9B,2015,PIMA,L,4.8,NA,NA
SJ,9B,2016,PIMA,L,6.6,NA,NA
JS,0A,1761,PIBA,L,6.3,NA,NA
JS,0A,1762,PIBA,L,7.4,NA,NA
JS,0B,1763,PIBA,L,8.9,NA,NA
JS,0B,1764,PIBA,L,4.1,NA,NA
JS,0C,1765,PIBA,L,8.1,NA,NA
JS,0C,1766,PIBA,L,9.9,NA,NA
JS,0C,1767,PIBA,L,10.7,NA,NA
JS,0C,1769,PIBA,L,4.3,NA,NA
JS,0C,1768,PIBA,L,8.6,NA,NA
JS,0D,1770,PIBA,L,8.6,NA,NA
JS,0D,1771,PIBA,L,10.2,NA,NA
JS,0D,1772,PIBA,L,5.3,NA,NA
JS,0D,1773,PIBA,L,5.8,NA,NA
JS,0F,1774,PIBA,L,7.4,NA,NA
JS,0F,1777,PIBA,L,8.9,NA,NA
JS,0G,1778,PIBA,L,5.1,NA,NA
JS,0G,1779,PIBA,L,5.1,NA,NA
JS,0H,1780,PIBA,L,7.1,4,33
JS,0I,1781,PIBA,L,16.8,7.3,45
JS,0J,1782,PIBA,L,15.2,NA,NA
JS,0J,1783,PIBA,L,15.2,NA,NA
JS,1J,1784,PIBA,L,10.2,NA,NA
JS,1J,1785,PIBA,L,12.7,NA,NA
JS,1J,1786,PIBA,L,11.4,NA,NA
JS,1J,1787,PIBA,L,9.9,NA,NA
JS,1I,1788,PIBA,L,15.5,NA,NA
JS,1H,1789,PIBA,L,10.2,NA,NA
JS,1G,1791,PIBA,L,10.4,NA,NA
JS,1F,1792,PIBA,L,9.7,NA,NA
JS,1F,1793,PIBA,L,9.1,NA,NA
JS,1F,1794,PIBA,L,10.4,NA,NA
JS,1E,1795,PIBA,L,8.1,NA,NA
JS,1E,1796,PIBA,L,9.4,NA,NA
JS,1E,1797,PIBA,L,9.7,NA,NA
JS,1E,1798,PIBA,L,10.2,NA,NA
JS,1D,1799,PIBA,L,5.8,NA,NA
JS,1D,1800,PIBA,L,4.6,NA,NA
JS,1D,1805,PIBA,L,6.3,NA,NA
JS,1D,1804,PIBA,L,9.4,NA,NA
JS,1D,1803,PIBA,L,9.7,NA,NA
JS,1D,1801,PIBA,L,10.2,7.5,34
JS,1D,1802,PIBA,L,7.4,NA,NA
JS,1C,1808,PIBA,L,8.6,NA,NA
JS,1C,1807,PIBA,L,8.9,NA,NA
JS,1C,1806,PIBA,L,10.4,NA,NA
JS,1B,1809,PIBA,L,2.5,NA,NA
JS,2A,2299,PIBA,L,10.2,NA,NA
JS,2A,1810,PIBA,L,4.6,NA,NA
JS,2A,1811,PIBA,L,9.9,NA,NA
JS,2A,1813,PIBA,L,12.4,NA,NA
JS,2A,1812,PIBA,L,14.7,NA,NA
JS,2C,1814,PIBA,L,14.5,NA,NA
JS,2C,1815,PIBA,L,9.9,NA,NA
JS,2D,1816,PIBA,L,8.9,NA,NA
JS,2D,1817,PIBA,L,5.3,NA,NA
JS,2E,1818,PIBA,L,9.1,NA,NA
JS,2E,1819,PIBA,L,10.9,NA,NA
JS,2F,1820,PIBA,L,12.4,NA,NA
JS,2G,1821,PIBA,L,7.6,NA,NA
JS,2H,1822,PIBA,L,4.1,NA,NA
JS,2H,1823,PIBA,L,7.1,NA,NA
JS,2I,1824,PIBA,L,2.5,NA,NA
JS,2J,1825,PIBA,L,11.7,NA,NA
JS,2J,1826,PIBA,L,10.9,NA,NA
JS,3J,1828,PIBA,L,7.9,NA,NA
JS,3J,1829,PIBA,L,7.4,5.9,32
JS,3I,1830,PIBA,L,15,NA,NA
JS,3I,1831,PIBA,L,12.7,NA,NA
JS,3H,1832,PIBA,L,9.1,NA,NA
JS,3H,1833,PIBA,L,7.4,NA,NA
JS,3F,1834,PIBA,L,5.6,NA,NA
JS,3F,1835,PIBA,L,6.1,NA,NA
JS,3E,1848,PIBA,L,7.6,NA,NA
JS,3E,1849,PIBA,L,4.8,NA,NA
JS,3E,1850,PIBA,L,4.8,4.5,30
JS,3D,1845,PIBA,L,10.4,NA,NA
JS,3D,1846,PIBA,L,5.1,5.8,31
JS,3D,1844,PIBA,L,2.5,NA,NA
JS,3C,1843,PIBA,L,10.2,NA,NA
JS,3C,1842,PIBA,L,11.4,NA,NA
JS,3A,1841,PIBA,L,9.4,6.5,32
JS,4A,1836,PIBA,L,12.2,NA,NA
JS,4A,1837,PIBA,L,6.9,NA,NA
JS,4B,1838,PIBA,L,3,NA,NA
JS,4B,2300,PIBA,L,14.2,NA,NA
JS,4B,1839,PIBA,L,14.2,NA,NA
JS,4C,1851,PIBA,L,11.9,NA,NA
JS,4C,1852,PIBA,L,11.4,7.3,39
JS,4C,1840,PIBA,L,13.2,NA,NA
JS,4D,1853,PIBA,L,10.7,8.6,38
JS,4E,1856,PIBA,L,12.4,NA,NA
JS,4E,1854,PIBA,L,10.2,9.5,30
JS,4E,1855,PIBA,L,7.6,7.6,30
JS,4E,1857,PIBA,L,6.9,NA,NA
JS,4F,1858,PIBA,L,4.3,NA,NA
JS,4F,1859,PIBA,L,3.6,NA,NA
JS,4F,1862,PIBA,L,4.1,3.6,31
JS,4F,1861,PIBA,L,7.4,NA,NA
JS,4G,1863,PIBA,L,4.6,NA,NA
JS,4G,1864,PIBA,L,15,NA,NA
JS,4H,1865,PIBA,L,17.3,NA,NA
JS,4H,1860,PIBA,L,9.4,NA,NA
JS,4I,1862,PIBA,L,12.7,NA,NA
JS,4I,1861,PIBA,L,14.5,NA,NA
JS,4J,1863,PIBA,L,16.8,NA,NA
JS,4J,1864,PIBA,L,7.1,NA,NA
JS,5J,1865,PIBA,L,7.9,NA,NA
JS,5J,1866,PIBA,L,8.1,NA,NA
JS,5J,1867,PIBA,L,3.3,NA,NA
JS,5J,1868,PIBA,L,9.1,NA,NA
JS,5J,1869,PIBA,L,5.3,NA,NA
JS,5J,1870,PIBA,L,9.4,NA,NA
JS,5J,1871,PIBA,L,17.8,NA,NA
JS,5I,1872,PIBA,L,6.9,NA,NA
JS,5I,1873,PIBA,L,14.2,NA,NA
JS,5H,1874,PIBA,L,11.9,NA,NA
JS,5H,1875,PIBA,L,18.8,NA,NA
JS,5G,1876,PIBA,L,6.6,NA,NA
JS,5F,1877,PIBA,L,6.1,NA,NA
JS,5F,1878,PIBA,L,6.6,NA,NA
JS,5E,1879,PIBA,L,6.9,NA,NA
JS,5B,1880,PIBA,L,5.3,NA,NA
JS,5B,1882,PIBA,L,13.7,NA,NA
JS,5B,1881,PIBA,L,11.4,NA,NA
JS,5A,1883,PIBA,L,12.7,NA,NA
JS,5A,1884,PIBA,L,5.3,NA,NA
JS,6B,1885,PIBA,L,9.9,NA,NA
JS,6B,1886,PIBA,L,11.2,NA,NA
JS,6C,1887,PIBA,L,9.1,NA,NA
JS,6D,1888,PIBA,L,19.3,10.4,49
JS,6D,1889,PIBA,L,16.8,NA,NA
JS,6E,1891,PIBA,L,16.3,NA,NA
JS,6E,1890,PIBA,L,17.5,NA,NA
JS,6E,1892,PIBA,L,16.5,NA,NA
JS,6E,1894,PIBA,L,11.9,NA,NA
JS,6F,1895,PIBA,L,15.7,NA,NA
JS,6F,1896,PIBA,L,16.5,9.6,59
JS,6G,1897,PIBA,L,9.4,NA,NA
JS,6H,1898,PIBA,L,7.6,NA,NA
JS,6H,1899,PIBA,L,5.1,NA,NA
JS,6I,1900,PIBA,L,8.9,NA,NA
JS,6I,1902,PIBA,L,7.1,NA,NA
JS,6I,1901,PIBA,L,12.7,NA,NA
JS,6J,1903,PIBA,L,16.5,NA,NA
JS,7J,1904,PIBA,L,5.1,4.5,32
JS,7I,1905,PIBA,L,8.9,NA,NA
JS,7I,1906,PIBA,L,7.1,NA,NA
JS,7I,1907,PIBA,L,9.9,NA,NA
JS,7H,1808,PIBA,L,10.2,NA,NA
JS,7G,1909,PIBA,L,15,NA,NA
JS,7E,1910,PIBA,L,17.8,NA,NA
JS,7E,1911,PIBA,L,3.6,NA,NA
JS,7E,1912,PIBA,L,10.4,NA,NA
JS,7C,1914,PIBA,L,11.9,NA,NA
JS,7C,1913,PIBA,L,8.6,8.3,34
JS,7C,1915,PIBA,L,12.2,NA,NA
JS,7B,1916,PIBA,L,11.4,NA,NA
JS,7B,1917,PIBA,L,10.4,NA,NA
JS,7B,1918,PIBA,L,7.6,6.9,33
JS,7A,1919,PIBA,L,10.2,NA,NA
JS,7A,1920,PIBA,L,6.9,NA,NA
JS,8A,1922,PIBA,L,11.2,NA,NA
JS,8A,1921,PIBA,L,10.2,NA,NA
JS,8A,1923,PIBA,L,5.1,NA,NA
JS,8B,1924,PIBA,L,9.9,6.8,31
JS,8C,1925,PIBA,L,11.7,NA,NA
JS,8D,1926,PIBA,L,7.9,NA,NA
JS,8D,1928,PIBA,L,9.1,NA,NA
JS,8D,1927,PIBA,L,10.2,5.8,33
