quad,stand,year,month,day,stand_size,AULPAL,BRASAL,CERPUR,DICPOL,DICSCO,DITFLE,DREUNC,EURPUL,HYLSPL,ORTFLA,PLESCH,POHNUT,POLJUN,POLPIL,PTICIL,PTIPUL,PTICC,SPLSPP,TETANG,TOMNIT,CETCUC,CETERI,CETNIV,CLAMIT,CLARAN,CLASTE,CLAAMA,CLACAP,CLACAR,CLACEN,CLACHL,CLACOC,CLACON,CLACOR,CLACRP,CLACRT,CLAGON,CLAGRA,CLAMUL,CLAPHY,CLAPYX,CLASQU,CLASUB,CLAUNC,CLAVER,LECGRA,PELAPH,PELMAL,PELPUL,PELRUF,STEALP,BRYSPP,CETHAL,CETPIN,EVEMES,HYPPHY,PARELE,PARSUL,PARAMB,PARHYP,PLAGLA,USNSPP,POLCOM
3D,BP,1984,8,5,5,0,2,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.5,0,0.5,0,0,0,0,NA
3F,BP,1984,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0.1,0,0,0.5,0,0,0,NA
3H,BP,1984,8,5,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0,0,0,0,0.1,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0.5,0,0.1,0.1,0.1,0,0,NA
3J,BP,1984,8,5,5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.5,0,0,0,0,0,0,0,1,0,0,0.1,0.5,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.5,0,0.5,0,0.5,0,0,0,0,NA
5B,BP,1984,8,5,5,0,0,0,0.1,0,0,0.5,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.1,0,0,0,NA
5D,BP,1984,8,5,5,0,0,0,0,0,0,0.5,0,0.5,0,10,0,0,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0.5,0,0,0,NA
5F,BP,1984,8,5,5,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0.5,0,0,0.5,0,0,0,NA
5H,BP,1984,8,5,5,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0.5,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
5J,BP,1984,8,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.5,0.5,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0.1,0,0,NA
7B,BP,1984,8,5,5,0,1,0,0.5,0,0,0,0,7,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,NA
7D,BP,1984,8,5,5,0,0,0,1,0,0,0,0,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0.5,0,0.5,0,0,0,0,NA
7F,BP,1984,8,5,5,0,0,0,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,0,0,15,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,NA
7H,BP,1984,8,5,5,0,0,0.5,0.5,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0.1,0,17,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
7J,BP,1984,8,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.5,3,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA
9B,BP,1984,8,5,5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0,0,2,0,0,0,0.5,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,NA
9D,BP,1984,8,5,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.5,0.5,0.1,0,0.1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,1,0.5,0,0,NA
9F,BP,1984,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0.1,0,0.1,0.1,0.1,0,0,NA
9H,BP,1984,8,5,5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.1,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,NA
9J,BP,1984,8,5,5,0,0.1,0,1,0,0,0,0,1,0,10,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA
1B,FD,1984,5,7,5,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,1,0,0,0,0,0,0.5,0.1,0.5,0.1,0,0,0,0,0.1,0.5,0,0,0.5,0,0,0,3,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0.1,NA
1D,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,75,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1F,FD,1984,5,7,5,0,0,0,0.1,0,0,0,0,0,0,2,0,0.1,0,0,0,0,0,0,0,0,0.5,0.1,75,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,4,0,0.5,0,0,0,6,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0,NA
1H,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,70,0.5,1,0.5,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,8,0,0,0,0,0,0,0,0.1,0.1,0.5,0,0,0,0.1,0.5,0,0,0.1,NA
1J,FD,1984,5,7,5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.1,0,0,0,0,0.1,0,70,0.5,0.5,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.5,0.1,0,0.1,NA
3B,FD,1984,5,7,5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,60,0,0.5,0,0,0,0,0.1,0,0,1,0,0,0,2,0,1,0.1,0,0,8,0,0,0,0,0,0,0,0.1,1,0.5,0.5,0.1,0,0,0.5,0,0,0.1,NA
3D,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,80,0.1,1,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,10,0,0,0,0.5,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0.1,NA
3F,FD,1984,5,7,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,50,0.5,1,0,0,0,0,0.1,0,0,0.1,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.1,0,0,0,NA
3H,FD,1984,5,7,5,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,40,0.1,3,0,0,0,0,1,0,0.1,0.5,0,0,0.1,4,0,0.5,0,0,0,15,0,0,0,0,0,0,0,0.1,0.5,0.5,0,0,0,0,1,0,0,0,NA
3J,FD,1984,5,7,5,0,0,0.1,2,0,0,0,0,0,0,0.1,0,0,0,0,2,0.5,0,0,0,0,0.5,3,50,2,0.5,0,0,0,0,0.5,0.1,0,0.1,0,0,0.1,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.1,0,0,0.1,NA
5B,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,60,0.1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,3,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0.1,0,0,NA
5D,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0.1,70,1,2,0,0,0,0,0.5,0,0,0.1,0,0,0.1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0.5,0.1,0,0,NA
5F,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,75,0.5,3,0,0,0,0,0.1,0,0,0.1,0,0,0,2,0,0.1,0,0,0,6,0,0,0,1,0,0,0,0,0.1,0.5,0.5,0.1,0,0,0.5,0,0,0,NA
5H,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.1,0.5,50,0.1,1,0,0,0,0,0.1,0,0,0.5,0,0,0.1,2,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0.1,0.5,0.1,0.5,0.1,0,0,0.5,0,0,0,NA
5J,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0.1,0.5,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,NA
7B,FD,1984,5,7,5,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,60,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,3,0,0.1,0,0,0,6,0,0,0,2,0,0,0,0.1,0.1,0.5,0,0,0,0,1,0,0,0,NA
7D,FD,1984,5,7,5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,60,0,1,0,0,0,0.1,0.1,0,0,0.5,0,0,0.1,4,0,0.5,0.1,0,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
7F,FD,1984,5,7,5,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0.1,0,0,0,0,0,0.5,0.5,75,0.5,3,0,0,0,0,0.5,0.1,0,0.5,0,0,0.1,2,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0.1,0.5,0,0.5,0.5,0,0,0,0.1,0,0,NA
7H,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,60,0.5,0.1,0.1,0,0,0,0,0,0,0.5,0.1,0,0,2,0,0.5,0,0,0,20,0,0,0,6,0,0,0,0.1,0.1,0.1,0,0,0,0,0.1,0,0,0,NA
7J,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,75,0.1,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9B,FD,1984,5,7,5,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0.1,0.1,50,0.1,0,0,0,0,0,0.1,0.1,0,2,0,0,0.5,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0.1,0.5,0.1,0.1,0.1,0,0,0,0,0,0.5,NA
9D,FD,1984,5,7,5,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,75,0.1,2,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0.1,0.5,0,0,0,0,0.5,0.1,0,0,NA
9F,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,60,0.5,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,3,0,0,0.5,0,0,2,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.5,0,0,0.1,0,0,1,NA
9H,FD,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,75,0,3,0.1,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
9J,FD,1984,5,7,5,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,50,0,0.5,0,0,0,0.1,0.5,0,0,0.1,0,0,0.1,2,0,0.1,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1,0.5,0,0,0,NA
1B,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.1,0,65,2,2,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0,0,0.1,NA
1D,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,60,0.1,0.5,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
1F,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,50,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3,0.1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0.5,0,0,0.1,NA
1H,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.5,2,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.1,0.1,0.5,0,0,0,0,0.5,0,0,0.1,NA
1J,FD,1984,8,8,5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,70,0.5,0.5,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0.1,0.1,0.1,0,0,0,0,0.1,0,0,0,NA
3B,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0.1,0.5,0.5,0,0.5,0,0,0.5,0,0,0,NA
3D,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,65,0,1,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0.5,0,0,0,17,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.5,NA
3F,FD,1984,8,8,5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,65,0.5,2,0,0,0,0,0,0,0,0.1,0,0,0.1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
3H,FD,1984,8,8,5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,45,0.1,3,0,0,0,0,0.5,0,0,1,0,0,0.1,3,0,0.1,0,0,0,12,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,1,0,0,0,NA
3J,FD,1984,8,8,5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,75,0,1,0,0,0,0,0.5,0,0,0.5,0,0,0.1,4,0,0,0.5,0,0,4,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0.1,NA
5B,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,60,0.5,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,5,0,0,0,6,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0.1,0,0.1,NA
5D,FD,1984,8,8,5,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0.5,75,0.5,2,0,0,0,0,0,0,0,0.5,0,0,0.5,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,NA
5F,FD,1984,8,8,5,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,75,0.1,3,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0.1,0,0,0,6,0,0,0,1,0,0,0,0,0.1,0.5,0.5,0.1,0,0,0.5,0,0,0.1,NA
5H,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0,80,0.5,1,1,0,0,0,0,0,0,0.5,0,0,0.1,0.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,NA
5J,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.5,75,0.5,2,0,0,0,0,0.1,0,0,0.1,0,0,0,2,0,0.1,0,0,0,4,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0.1,0,0,0,NA
7B,FD,1984,8,8,5,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0.1,0,75,0.1,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,2,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,1,0,0,0.5,NA
7D,FD,1984,8,8,5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,70,0.1,4,0,0,0,0,0,0,0,0.5,0,0,0,3,0,0.5,0,0,0,10,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.5,0,0,0,NA
7F,FD,1984,8,8,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.1,0,0,0,0,0,0.1,0.5,85,0.1,0,0,0,0,0,0.1,0,0,0.5,0,0,0,3,0,0,0.1,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.1,NA
7H,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,90,0.1,0,0.1,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,5,0,0,0,4,0,0,0,0.1,0.1,0.1,0,0,0,0.1,0.1,0,0,0,NA
7J,FD,1984,8,8,5,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,70,0.5,1,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
9B,FD,1984,8,8,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0.5,0.5,0,2,0,0,0.5,1,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0.5,0.1,0.1,0.5,0,0.1,0.1,0,0,0.5,NA
9D,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.5,75,0.1,2,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0.1,0,0,0,7,0,0,0,1,0,0,0,0,0.1,0.5,0,0,0,0,1,0,0,0,NA
9F,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,65,0.1,0,0,0,0,0,0.5,0,0,0.5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0.1,0.5,0.5,0.5,0.5,0,0.1,0.5,0.5,0,0.1,NA
9H,FD,1984,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,80,0,3,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0.5,0,0,0,0,0.1,0.1,0,0,NA
9J,FD,1984,8,8,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,45,0.1,1,0,0,0,0,0.5,0,0,0.5,0,0,0.5,1,0.5,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.1,0,0,NA
1B,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.5,0,17,0,0,2,0,0,0,0.1,0.5,0,0.5,0,0.1,0.1,8,0.5,0,0,0,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1D,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.1,0,17,0,0,2,0,0,0,0.1,0.1,0,0.1,0,0.5,0.1,8,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0,NA
1F,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0.1,NA
1H,FS,1984,5,7,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0,0.5,0,1,0,2,0.5,0,0.5,0,0,0,0.1,2,0,2,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,NA
1J,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0.1,0,10,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0,1,0.1,8,0,0,0.1,0,0,0,0.1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,NA
3B,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0.5,0,0,0,0.1,0.1,0,0.1,0,0.5,0.1,5,0.5,0,0.1,0,0,0,0.5,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
3D,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.1,0,6,0,0,0.1,0,0,0,0.1,0.1,0,0.1,0,0.5,0.1,2,0,0,0.1,0,0,0,0.1,20,0,4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3F,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0.5,0,5,0,0,0.1,0,0,0,0.1,0,0,0.5,0,1,0.1,1,0,0,0,0,0,0,0.1,15,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3H,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
3J,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,7,0,0.5,0.5,0,0,0,0.1,0.5,0,0.5,0,0.1,0.1,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.5,0,0,0,0,0.5,0.1,0,0,NA
5B,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.1,0,2,0,0,0.5,0,0,0,0.5,0,0,0.1,0,0.5,0,1,0,0,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
5D,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.1,0,3,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.5,0,0.5,0,0,0,0,0,0,0.1,4,0,1,0,0,0,0,0.1,0.5,0,0,0,0,0.1,0,0,0,NA
5F,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA
5H,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,2,0,0,0.5,0,0,0.1,0.1,0.5,0,1,0,0,0,5,0,0,0.1,0,0,0,0,0,0,6,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,NA
5J,FS,1984,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.1,0,12,0,0,0.5,0,0,0,0.1,0.5,0,1,0,2,0,15,0,0,0.1,0,0,0,0.1,0,0,2,0,0,0.1,0,0.1,0.1,0,0,0,0,0.1,0,0,0,NA
