Month,Year,Stand,Quad,ABBA,BEPA,PIBA,PIGL,PIMA,POTR,ALCR,AMAL,ARUV,LEGR,LODI,PRPE,ROAC,RUID,VAMY,VAVI,VIED,ACRU,ANMU,ANPA,ARNU,CARO,COCA,EPAN,FRVI,GABO,GELI,GORE,HIUM,LIBO,LIPH,MACA,MELI,ORSE,PYCH,RUPU,VIAD,VIRE,CXSI,CXRI,ELGL,ELIN,ORPU,SCPU,DRCA,EQVA,LYAN,LYCO,ORAS,SOSP,CACA,ROWO,TRBO,COTR,DITR,COST,FZSB,UNKA,ORC1,ASCI,COAU,GEBI,CXHO,CXAE,CRTE,TRHY,TAOF,RILA,2IPH,DOTR
11,1981,3,8E,0,0,20,0.5,0,0,0.5,0,0,0,0,0,0.01,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
11,1981,3,8G,0,0,10,7,0,1,1,0,0.1,0,0,0,0.1,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,0,0.5,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
11,1981,3,8I,0,0,15,0,0,0,0.5,0,0,0,0,0,0.01,0,0,5,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0,4,NA,0,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
9,1981,3,0A,0,0,12,0,0,0,3,0,0,0,0.01,0,1,0.5,0.1,0.5,0.1,0,0.1,0,0,0,0,0,0,0.01,0.01,0,0,3,0,0,0,0,0.01,0,0.1,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,0C,0,0.1,20,1,0,0,7,0,0,0,0,0,1,1,0.5,0.1,0,0,0,0,0,0.01,0,0.1,0,0.01,0,0,0,2,0,0,0,0,0,0.1,0,0.5,0,0,0,0.1,0,0,0.5,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,0E,0,0,25,4,0,0,3,0,0,0,0,0,1,0,0.5,0.1,0,0,0,0,0.1,0,0,0,0,0.01,0.01,0,0.01,3,0,0,0,0.1,0,0,0,0.5,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,0G,1,0,5,3,0,0,7,0,0,0,0,0,0.5,0.5,1,0.1,0,0,0,0,0,0,2,0,0,0.01,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0.01,0,0,0,0.1,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,0I,0,0,20,3,0,0,3,0,2,0,0,0,2,1,1,0.5,0,0,0,0,0,0,1,0,0,0.1,0,0,0,2,0,0,0,0.01,0,0,0.1,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,2I,0,0,5,5,0,0,7,0,0,0,0,0,1,0,0.5,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,2G,0,0,20,0,0,0,7,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,2E,0,0,10,0,0,0,10,0,0,0.5,0,0.5,0.5,0.5,1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.01,3,0,0,0,0,0.1,0,0,1,0,0,0,0.1,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,2C,0,0,20,1,0,0,5,0,0,0,0,0,1,2,1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,2,0,0,0,0.5,0.1,0.5,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,2A,0,0,5,8,0,0,5,0,0,0.01,0,0,0.1,1,2,0.5,0.1,0,0,0,0.1,0,0.5,0.1,0,0.1,0,0,0,2,0,0,0,0,0,0.1,0,0.5,0,0,0,0.5,0,0,0.1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,4A,0,0,20,0,0,0,0.5,0,4,0,0,1,1,1,3,0.5,0,0,0,0,0,0,0,0,0,0.01,0.1,0,0,2,0,0,0,0.5,0,0.1,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,4C,0,0,15,3,0,0,5,0.1,0,0,0,0.5,0.5,2,3,0.5,0,0,0,0,0,0,0,0,1,0.01,0,0,0,2,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,4E,0,0,20,5,0,0,10,0,0,0,0,0,1,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1,0,0.01,0,0.1,0,0.5,0,0.1,0,0,0,0.1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,4G,0,0,20,0,0,0,12,0,0.5,0,0,0,2,0,1,1,0,0,0,0,0.01,0,0,0,0.01,0.5,0,0,0,2,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,4I,0,0,35,1,0,0.01,5,0,0,0,0,0,2,0.5,1,1,0,0,0.01,0,0.01,0,0,0,0,0.1,0.5,0,0,3,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,6I,0,0,10,0.5,0,0,12,0,0,3,0,0,0.5,0.5,1,0.5,0,0,0,0,0.1,0,0.01,0,0,0,0.01,0,0,2,0,0,0,0.5,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,6G,0,0,25,0,0,0.1,8,0,0,0,0,1,1,1,0.1,0.5,0,0,0,0,0.01,0,0,0,0,0,0,0,0,2,0,0,0,0.5,0.01,0,0,0,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,6E,0,0.1,35,2,0,0.01,8,0,0,2,0,0.1,0.5,0.5,1,2,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,1,0,0.01,0,0,0,0.5,0,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,6C,0,0,25,4,0,0,7,0,0.1,0,0,1,2,1,1,0.5,0,0,0,0,0,0,3,0,0.01,0,0,0,0.01,4,0,0,0,0.5,0.01,0,0.01,0.1,0,0,0,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,6A,0,0,30,0,0,0,10,0,3,1,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.1,5,0,0,0.1,0.1,0,0,0,0.5,0,0,0,0.5,0.01,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,8A,0,0,35,4,0,0,6,0,0.5,0,0,0.5,2,1,1,1,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,4,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,8C,0,0.5,15,3,1,0,15,0,2,0,0,1,0.5,3,4,0.5,0,0,0,0,0.01,0,0,1,0,0,0,0,0,4,0,0,0,0.5,0,0,0,0.5,0,0,0,0.1,0,0,0.1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,8E,0,0.5,35,1,0,0.1,3,0,0,0,0,0,1,1,0.5,1,0,0,0,0,0,0,0,1,0,0.1,0.5,0,0,3,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,8G,0,0.5,20,5,5,10,6,0,0.5,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1981,3,8I,0,0.5,25,0,0,3,3,0,0,0,0.5,0,2,0.5,0.5,2,0,0,0.1,0,0.01,0,2,0.5,0.5,0.1,0,0,0,4,0,0.01,0,0.1,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,0A,0,0.1,20,0,0,0,5,0,0.1,0,0.1,0,1,0.5,0.5,0.1,0,0,0.1,0,0.5,0.01,0,0.01,0,0.1,0.1,0,0.1,4,0,3,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,0C,0,0.1,20,0,0,0,15,0,0,0,0,0,0.5,1,1,0.5,0,0,0,0,15,0.01,0,0.5,0,0.1,0,0,0.1,2,0,0.5,0,0,0,1,0,0.5,0,0,0,0.1,0,0,0.5,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,0E,0,0,25,5,0,0,3,0,0,0,0,0,2,0.5,1,0.1,0,0,0,0,3,0.01,0,0,0,0.1,0.1,0,0.1,3,0,3,0,0.1,0,0,0,0.5,0,0,0,0.1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,0G,1,0,10,2,0,0,7,0,0,0,0,0,0.5,1,1,0.1,0,0.1,0,0,20,0,6,0,0,0.1,0,0,0,1,0,5,0,0.5,0,1,0,0.5,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,0I,0,0,25,2,0,0,2,0,3,0,0,0,5,0.1,2,2,0,0,0,0,17,0.01,4,0,0,0.1,0.1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0.5,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,2I,0,0,7,4,0,0,7,0,0,0,0,0,1,0,0.5,0.5,0.1,0,0,0,15,0,7,0,0,0,0,0,0,0.5,0,4,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,2G,0,0,17,0,0,0,12,0,0,0,0,0,3,1,1,0.5,0,0,0,0,15,0,0,0,0,0.01,0,0,0,3,0,1,0,0,0,0.5,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,2E,0,0,10,0,0,0,15,0,0,0.5,0,1,0.5,0.5,1,0.1,0,0,0,0,10,0,0,0,0.5,0,0,0,0.1,5,0.01,10,0,0,0,0,0,0.5,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,2C,0,0,25,0,0,0,8,0,0,0,0,0,0.5,3,0.5,0.1,0,0,0,0,25,0,0,0.5,0,0.5,0,0,0,3,0,4,0,0.5,0.1,2,0,0.1,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,2A,0,0,5,10,0,0,15,0,0,0.1,0,0,0.5,0.5,1,0.5,0,0,0,0,4,0,0,0.1,0,0.1,0,0,0,3,0,2,0,0.1,0.01,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,4A,0,0,20,0,0,0,0.5,0.1,4,0,0,2,5,3,3,1,0,0,0,0,10,0.01,0,0,0,0.1,0,0,0,4,0,3,0,1,0.01,0,0.1,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,4C,0,0.5,20,0,0,0,17,0.1,0,0,0,2,1,3,4,0.1,0,0,0,0,25,0.01,0,0,2,0.1,0,0,0,2,0,4,0,0.1,0.1,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,4E,0,0,15,3,0,0,15,0,0,0,0,0,3,0.5,0.5,0.1,0,0,0,0,7,0,0,0,0,0.1,0,0,0,0.5,0,5,0,0.1,0.01,0.5,0,0.5,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,4G,0,0,30,1,0,0,10,0,1,0,0,0,4,0,2,1,0,0,0,0,9,0,0,0,0.5,0.1,0,0,0,4,0,1,0,0,0,0,0,0.01,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,4I,0,0,25,1,0,0.1,4,0,0.1,0,0,0,4,0.1,1,2,0,0,0.01,0,6,0,0,0,0,0.1,0.1,0,0,3,0,3,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,6I,0,0,9,1,0,0.01,10,0,0,4,0,0,3,0.5,4,2,0,0,0,0,5,0,1,0,0,0,0.5,0,0,2,0,2,0,0.5,0,0,0,0,0.01,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,6G,0,0,27,0,0,1,10,0,0,0,0,2,2,1,1,1,0,0,0,0,6,0,0,0.5,0,0,0,0,0,4,0,2,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,6E,0,0.1,30,2,0,0.5,7,0,0.5,3,0,0.5,1,1,0.5,1,0,0,0,0,8,0,0,0,0.5,0,0,0,0,5,0,2,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,6C,0,0,30,4,0,0,6,0,0,0,0,1,4,0.5,4,0.5,0,0,0,0,12,0.1,2,0,0,0,0.1,0,0.1,13,0,3,0,0.1,0,0,0,0.5,0,0,0,1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,6A,0,0,20,0,0,0,10,0,5,2,0,1,2,2,2,3,0,0,0,0,5,0.01,0,0,0,0,1,0,0.1,5,0,4,0,0.01,0,0,0,0.1,0,0,0,0.5,0.1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,8A,0,0,20,4,0,0,9,0,0.5,0,0,1,3,1,2,2,0,0,0,0,5,0,0,0,0,0.1,0.1,0,0,4,0,2,0,0.01,0,0,0,0.01,0,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,8C,0,1,9,2,2,0,12,0,2,0,0,1,3,2,4,2,0,0,0,0,11,0,0,2,0,0,0,0,0,5,0,3,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0.1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,8E,0,0.5,25,1,0,1,5,0,0,0,0,0,2,2,2,0.5,0,0,0,0,10,0,0,2,0,0.1,0.5,0.01,0,5,0,3,0,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,8G,0,0.01,18,3,6,5,4,0,1,0,0,0,2,1,2,1,0,0,0,0,4,0,0,1,0,0,0,0,0,3,0,1,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1982,3,8I,0,0.5,22,0,0,2,3,0,0,0,0.01,0,3,0.5,1,3,0,0,0,0.1,7,0,6,2,0.1,0.5,0.5,0,0,5,0,4,0,0.1,0.1,0.5,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,0A,0,0.1,22,0,0,0,3,0,0.5,0,0.5,0,3,1,0.5,2,0,0,0,0.1,1,0.01,0,0.1,0,0.5,0.01,0,0,4,0,4,0,0,0,0,0.01,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,0C,0,0.1,20,3,0,0,10,0,0,0.1,0,0,3,2,0.5,2,0,0,0,0,7,0.01,0,0.5,0,0.1,0,0,0,2,0,2,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,1,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,0E,0,0,25,3,2,0,4,0,0,0,0,0,3,0.01,1,0.1,0,0,0,0,4,0.01,0,0,0,0,0.1,0,0,3,0,3,0,0.5,0.01,0.01,0,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,0G,2,0,10,3,0,0,7,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,12,0,3,0,0,0.01,0,0,0,2,0,3,0,0.1,0,0.5,0,0.1,0,0,0,0.01,0.01,0,0,0,1,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,0I,0,0,20,4,0,0,4,0,4,0,0,0,5,0.5,1,2,0,0,0,0,8,0,3,0,0,0.5,0.1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0.5,0.01,0.1,0,0,0,0,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,2I,0,1,5,5,0,0,5,0,0,0,0,0,3,0,0.5,1,0.1,0,0,0,7,0,5,0,0,0,0,0,0,1,0,3,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,2G,0,0,20,10,0,0,6,0,0,0,0,0,2,0.5,2,1,0,0,0,0,10,0,0,0,0,0.01,0,0,0,3,0,2,0,0,0,0.01,0,0,0.01,0,0,0.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,2E,0,0,12,0,0,0,7,0,0,2,0,4,1,1,0.5,0.5,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0.01,8,0,0.1,0.01,0,0,1,0,0,0,0.1,0,0,0.5,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,2C,0,0,20,1,0.5,0,5,0,0,0,0,0,2,4,1,0.5,0,0,0,0,8,0,0,0.5,0,0.5,0,0,0,5,0.01,2,0,0.5,0,2,0,0.1,0,0,0,0.1,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,2A,0,1,11,15,0,0,10,0,0,0.5,0,0,0.1,1,0.5,1,0,0,0,0,4,0,1,0.5,0,0.1,0,0,0,3,0,3,0,0,0,0.1,0,0.01,0,0,0,0.1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,4A,0,0,15,0,0,0,2,0.01,4,0,0,3,4,3,1,1,0,0,0,0,6,0.01,0,0,0,0.1,0,0,0,3,0,3,0,0.1,0.1,0.1,0,0,0,0,0,0.5,0.01,0,0,0.01,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,4C,0,0,15,3,0,0,4,0,0,0,0,1,1,2,2,1,0,0,0,0,8,0,0,0,0.5,0.1,0,0,0,2,0,4,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0.1,0.1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,4E,0,0,15,2,0,0,10,0,0,0,0,0,2,0.1,2,0.5,0,0,0,0,3,0,0,0,0,0.1,0,0,0,1,0,2,0,0.1,0,0.5,0,0.1,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,4G,0,0,20,0,0,0,10,0,0.1,0,0,0,2,0,1,0.5,0,0,0,0,4,0,0,0,0,0.1,0.1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,4I,0,0,15,1,0,0,4,0,0,0,0,0,2,0.5,0.1,0.5,0,0,0.1,0,8,0,0,0,0,0.1,0.1,0,0,3,0,3,0,0.1,0.1,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,6I,0,0,10,0.5,0,0,6,0,0,3,0,0,1,0.1,0.5,0.1,0,0,0,0,5,0,0,0,0,0,0.1,0,0,1,0,4,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,6G,0,0,15,0,0,0,7,0,0,0,0,1,2,1,0.5,0.1,0,0,0,0,8,0,0,0.1,0,0,0,0,0,3,0,4,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,6E,0,0,15,2,0,0,15,0,0,1,0,0.1,2,1,0.5,0.5,0,0,0,0,8,0,0,0,0.01,0,0,0,0,2,0,1,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,6C,0,0,20,2,0,0,5,0,0,0,0,0,3,0.5,1,0.5,0,0,0,0,7,0,0.5,0,0,0,0.1,0,0.1,8,0,3,0,0.1,0.1,0,0,0.01,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,6A,0,0,10,0,0,0,12,0,3,0.5,0,0.1,2,0.5,0.5,1,0,0,0,0,4,0.01,0,0,0,0,1,0.1,0,4,0,4,0,0,0,0,0,0.1,0,0,0.1,0.1,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,8A,0,0,20,2,0,0,8,0,0,0,0,0.5,3,1,1,0.5,0,0,0,0,4,0,0,0,0,0.1,0.1,0,0.1,3,0,3,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1982,3,8C,0,0,4,1,0,0,10,0,0.5,0,0,0.5,0,2,2,1,0,0,0,0,8,0,0,1,0,0,0.1,0,0,5,0,4,0,0.5,0.1,0,0,0.5,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
